"PublYearMonth","Company","CDU/CSU","SPD","GRUNE","FDP","LINKE","AfD","Uncertain","n","PublDate","collectPeriodFrom","collectPeriodTo","approxPeriod","house"
"2005-oct","Forsch’gr.Wahlen",0.37,0.35,0.08,0.09,0.08,NA,NA,1269,2005-10-28,2005-10-25,2005-10-27,FALSE,"Forsch’gr.Wahlen"
"2005-oct","Infratestdimap",0.36,0.34,0.09,0.09,0.09,NA,NA,1000,2005-10-27,2005-10-25,2005-10-26,FALSE,"Infratestdimap"
"2005-oct","Kantar(Emnid)",0.35,0.33,0.09,0.09,0.1,NA,NA,1000,2005-10-26,2005-10-24,NA,FALSE,"Kantar(Emnid)"
"2005-oct","Forsa",0.36,0.33,0.09,0.1,0.09,NA,NA,2502,2005-10-26,2005-10-17,2005-10-21,FALSE,"Forsa"
"2005-oct","Infratestdimap",0.37,0.34,0.08,0.09,0.09,NA,NA,1000,2005-10-20,2005-10-18,2005-10-19,FALSE,"Infratestdimap"
"2005-oct","Allensbach",0.364,0.332,0.083,0.096,0.091,NA,NA,2000,2005-10-19,NA,2005-10-11,FALSE,"Allensbach"
"2005-oct","Forsa",0.35,0.34,0.09,0.1,0.08,NA,NA,2006,2005-10-19,2005-10-10,2005-10-14,FALSE,"Forsa"
"2005-oct","Kantar(Emnid)",0.35,0.34,0.09,0.09,0.09,NA,NA,4000,2005-10-18,2005-10-10,2005-10-17,FALSE,"Kantar(Emnid)"
"2005-oct","GMS",0.38,0.34,0.08,0.09,0.07,NA,NA,1014,2005-10-17,2005-10-11,2005-10-15,FALSE,"GMS"
"2005-oct","Forsch’gr.Wahlen",0.38,0.35,0.07,0.08,0.08,NA,NA,1280,2005-10-14,2005-10-11,2005-10-13,FALSE,"Forsch’gr.Wahlen"
"2005-oct","Infratestdimap",0.37,0.34,0.08,0.09,0.08,NA,NA,1000,2005-10-13,2005-10-11,2005-10-12,FALSE,"Infratestdimap"
"2005-oct","Forsa",0.36,0.34,0.08,0.1,0.09,NA,NA,2001,2005-10-12,2005-10-04,2005-10-07,FALSE,"Forsa"
"2005-oct","Forsch’gr.Wahlen",0.39,0.34,0.07,0.07,0.09,NA,NA,1259,2005-10-07,2005-10-04,2005-10-06,FALSE,"Forsch’gr.Wahlen"
"2005-oct","Infratestdimap",0.36,0.34,0.08,0.1,0.08,NA,NA,1508,2005-10-06,2005-10-04,2005-10-05,FALSE,"Infratestdimap"
"2005-oct","Forsa",0.36,0.34,0.08,0.11,0.08,NA,NA,2501,2005-10-05,2005-09-26,2005-09-30,FALSE,"Forsa"
"2005-sep","Infratestdimap",0.36,0.34,0.08,0.09,0.09,NA,NA,1000,2005-09-29,2005-09-26,2005-09-27,FALSE,"Infratestdimap"
"2005-sep","Forsa",0.36,0.34,0.08,0.11,0.08,NA,NA,2501,2005-09-28,2005-09-19,2005-09-23,FALSE,"Forsa"
"2005-sep","Forsch’gr.Wahlen",0.37,0.35,0.08,0.08,0.08,NA,NA,1345,2005-09-23,2005-09-20,2005-09-22,FALSE,"Forsch’gr.Wahlen"
"2005-sep","Kantar(Emnid)",0.36,0.33,0.08,0.1,0.1,NA,NA,2000,2005-09-22,2005-09-20,2005-09-21,FALSE,"Kantar(Emnid)"
"2005-sep","Infratestdimap",0.35,0.34,0.08,0.1,0.09,NA,NA,1500,2005-09-22,2005-09-20,2005-09-21,FALSE,"Infratestdimap"
"2005-sep","Allensbach",0.415,0.325,0.07,0.08,0.085,NA,NA,1682,2005-09-16,2005-09-10,2005-09-15,FALSE,"Allensbach"
"2005-sep","Allensbach",0.417,0.329,0.072,0.07,0.085,NA,NA,2000,2005-09-13,2005-09-04,2005-09-12,FALSE,"Allensbach"
"2005-sep","Kantar(Emnid)",0.42,0.335,0.07,0.065,0.08,NA,NA,2000,2005-09-13,2005-09-09,2005-09-12,FALSE,"Kantar(Emnid)"
"2005-sep","Forsa",0.42,0.35,0.07,0.06,0.07,NA,NA,2504,2005-09-12,2005-09-05,2005-09-09,FALSE,"Forsa"
"2005-sep","GMS",0.42,0.33,0.08,0.07,0.07,NA,NA,1008,2005-09-12,2005-09-07,2005-09-10,FALSE,"GMS"
"2005-sep","Kantar(Emnid)",0.405,0.345,0.07,0.07,0.08,NA,NA,NA,2005-09-10,NA,NA,FALSE,"Kantar(Emnid)"
"2005-sep","Allensbach",0.415,0.327,0.072,0.07,0.089,NA,NA,NA,2005-09-09,NA,NA,FALSE,"Allensbach"
"2005-sep","Forsch’gr.Wahlen",0.41,0.34,0.07,0.07,0.08,NA,NA,1299,2005-09-09,2005-09-06,2005-09-08,FALSE,"Forsch’gr.Wahlen"
"2005-sep","Kantar(Emnid)",0.42,0.33,0.07,0.07,0.09,NA,NA,3000,2005-09-08,2005-09-06,2005-09-07,FALSE,"Kantar(Emnid)"
"2005-sep","Infratestdimap",0.41,0.34,0.07,0.065,0.085,NA,NA,1000,2005-09-08,2005-09-06,2005-09-07,FALSE,"Infratestdimap"
"2005-sep","Kantar(Emnid)",0.42,0.32,0.07,0.07,0.09,NA,NA,4058,2005-09-07,2005-08-29,2005-09-05,FALSE,"Kantar(Emnid)"
"2005-sep","Forsa",0.42,0.34,0.07,0.06,0.08,NA,NA,1030,2005-09-07,2005-09-05,2005-09-06,FALSE,"Forsa"
"2005-sep","GMS",0.42,0.32,0.08,0.07,0.08,NA,NA,1005,2005-09-05,2005-08-29,2005-09-03,FALSE,"GMS"
"2005-sep","Forsa",0.43,0.31,0.07,0.07,0.09,NA,NA,2507,2005-09-03,2005-08-29,2005-09-02,FALSE,"Forsa"
"2005-sep","Allensbach",0.417,0.296,0.081,0.08,0.097,NA,NA,2000,2005-09-02,NA,2005-08-31,FALSE,"Allensbach"
"2005-sep","Forsch’gr.Wahlen",0.43,0.32,0.07,0.07,0.08,NA,NA,1305,2005-09-02,2005-08-30,2005-09-01,FALSE,"Forsch’gr.Wahlen"
"2005-sep","Kantar(Emnid)",0.42,0.31,0.07,0.07,0.1,NA,NA,3000,2005-09-01,2005-08-29,2005-08-30,FALSE,"Kantar(Emnid)"
"2005-sep","Infratestdimap",0.43,0.32,0.07,0.06,0.09,NA,NA,1636,2005-09-01,2005-08-29,2005-08-31,FALSE,"Infratestdimap"
"2005-aug","Kantar(Emnid)",0.42,0.3,0.07,0.07,0.1,NA,NA,3725,2005-08-30,2005-08-22,2005-08-29,FALSE,"Kantar(Emnid)"
"2005-aug","Forsa",0.43,0.3,0.07,0.08,0.08,NA,NA,2501,2005-08-29,2005-08-22,2005-08-26,FALSE,"Forsa"
"2005-aug","Allensbach",0.435,0.281,0.077,0.078,0.101,NA,NA,2000,2005-08-27,2005-08-16,2005-08-24,FALSE,"Allensbach"
"2005-aug","Forsch’gr.Wahlen",0.43,0.3,0.08,0.08,0.08,NA,NA,1305,2005-08-26,2005-08-23,2005-08-25,FALSE,"Forsch’gr.Wahlen"
"2005-aug","Kantar(Emnid)",0.42,0.3,0.08,0.07,0.1,NA,NA,3000,2005-08-25,2005-08-22,2005-08-24,FALSE,"Kantar(Emnid)"
"2005-aug","Infratestdimap",0.42,0.31,0.08,0.07,0.09,NA,NA,1000,2005-08-25,2005-08-23,2005-08-24,FALSE,"Infratestdimap"
"2005-aug","Allensbach",0.418,0.279,0.081,0.087,0.103,NA,NA,NA,2005-08-23,2005-08-08,2005-08-18,FALSE,"Allensbach"
"2005-aug","Kantar(Emnid)",0.42,0.3,0.08,0.07,0.1,NA,NA,3157,2005-08-23,2005-08-15,2005-08-22,FALSE,"Kantar(Emnid)"
"2005-aug","Forsa",0.43,0.29,0.07,0.08,0.09,NA,NA,2508,2005-08-22,2005-08-15,2005-08-19,FALSE,"Forsa"
"2005-aug","Forsch’gr.Wahlen",0.43,0.29,0.09,0.08,0.08,NA,NA,1257,2005-08-19,2005-08-16,2005-08-18,FALSE,"Forsch’gr.Wahlen"
"2005-aug","Kantar(Emnid)",0.42,0.29,0.07,0.07,0.11,NA,NA,3000,2005-08-18,2005-08-16,2005-08-17,FALSE,"Kantar(Emnid)"
"2005-aug","Infratestdimap",0.42,0.3,0.08,0.07,0.09,NA,NA,1000,2005-08-17,2005-08-15,2005-08-16,FALSE,"Infratestdimap"
"2005-aug","Allensbach",0.419,0.279,0.08,0.084,0.105,NA,NA,NA,2005-08-16,2005-08-01,2005-08-12,FALSE,"Allensbach"
"2005-aug","Kantar(Emnid)",0.42,0.29,0.08,0.07,0.11,NA,NA,5099,2005-08-16,2005-08-08,2005-08-15,FALSE,"Kantar(Emnid)"
"2005-aug","Forsa",0.43,0.29,0.07,0.07,0.1,NA,NA,2503,2005-08-13,2005-08-08,2005-08-12,FALSE,"Forsa"
"2005-aug","Forsch’gr.Wahlen",0.42,0.29,0.09,0.08,0.09,NA,NA,1227,2005-08-12,2005-08-09,2005-08-11,FALSE,"Forsch’gr.Wahlen"
"2005-aug","Kantar(Emnid)",0.41,0.28,0.08,0.08,0.12,NA,NA,3000,2005-08-11,2005-08-09,2005-08-10,FALSE,"Kantar(Emnid)"
"2005-aug","Infratestdimap",0.42,0.29,0.09,0.06,0.1,NA,NA,1000,2005-08-11,2005-08-09,2005-08-10,FALSE,"Infratestdimap"
"2005-aug","Kantar(Emnid)",0.42,0.28,0.07,0.07,0.12,NA,NA,5528,2005-08-10,2005-08-02,2005-08-08,FALSE,"Kantar(Emnid)"
"2005-aug","Forsa",0.42,0.28,0.07,0.07,0.12,NA,NA,2501,2005-08-10,2005-08-01,2005-08-05,FALSE,"Forsa"
"2005-aug","GMS",0.43,0.29,0.08,0.07,0.1,NA,NA,1009,2005-08-09,2005-08-04,2005-08-08,FALSE,"GMS"
"2005-aug","Forsch’gr.Wahlen",0.42,0.28,0.09,0.08,0.09,NA,NA,1303,2005-08-05,2005-08-02,2005-08-04,FALSE,"Forsch’gr.Wahlen"
"2005-aug","Kantar(Emnid)",0.43,0.26,0.08,0.07,0.13,NA,NA,3000,2005-08-04,2005-08-01,2005-08-02,FALSE,"Kantar(Emnid)"
"2005-aug","Infratestdimap",0.42,0.29,0.08,0.06,0.11,NA,NA,1620,2005-08-04,2005-08-01,2005-08-03,FALSE,"Infratestdimap"
"2005-aug","Kantar(Emnid)",0.42,0.26,0.08,0.08,0.12,NA,NA,5976,2005-08-03,2005-07-25,2005-08-01,FALSE,"Kantar(Emnid)"
"2005-aug","Forsa",0.45,0.26,0.07,0.07,0.12,NA,NA,2507,2005-08-03,2005-07-25,2005-07-29,FALSE,"Forsa"
"2005-jul","Kantar(Emnid)",0.42,0.26,0.09,0.08,0.12,NA,NA,3374,2005-07-29,2005-07-21,2005-07-27,FALSE,"Kantar(Emnid)"
"2005-jul","Infratestdimap",0.42,0.28,0.08,0.07,0.12,NA,NA,1000,2005-07-28,2005-07-26,2005-07-27,FALSE,"Infratestdimap"
"2005-jul","Forsa",0.44,0.27,0.08,0.07,0.11,NA,NA,2504,2005-07-27,2005-07-18,2005-07-22,FALSE,"Forsa"
"2005-jul","Kantar(Emnid)",0.43,0.27,0.08,0.07,0.12,NA,NA,3347,2005-07-22,2005-07-13,2005-07-20,FALSE,"Kantar(Emnid)"
"2005-jul","Forsch’gr.Wahlen",0.43,0.26,0.1,0.07,0.1,NA,NA,1300,2005-07-22,2005-07-19,2005-07-21,FALSE,"Forsch’gr.Wahlen"
"2005-jul","Infratestdimap",0.42,0.27,0.09,0.07,0.12,NA,NA,1000,2005-07-21,2005-07-19,2005-07-20,FALSE,"Infratestdimap"
"2005-jul","Forsa",0.44,0.27,0.08,0.07,0.11,NA,NA,2505,2005-07-20,2005-07-11,2005-07-15,FALSE,"Forsa"
"2005-jul","GMS",0.45,0.27,0.08,0.07,0.09,NA,NA,1007,2005-07-20,2005-07-11,2005-07-15,FALSE,"GMS"
"2005-jul","Allensbach",0.452,0.264,0.082,0.08,0.092,NA,NA,1400,2005-07-19,2005-07-06,2005-07-13,FALSE,"Allensbach"
"2005-jul","Kantar(Emnid)",0.43,0.27,0.08,0.07,0.12,NA,NA,5053,2005-07-16,2005-07-08,2005-07-14,FALSE,"Kantar(Emnid)"
"2005-jul","Kantar(Emnid)",0.43,0.27,0.08,0.07,0.12,NA,NA,3379,2005-07-15,2005-07-08,2005-07-14,FALSE,"Kantar(Emnid)"
"2005-jul","Infratestdimap",0.42,0.27,0.09,0.08,0.11,NA,NA,1000,2005-07-14,2005-07-12,2005-07-13,FALSE,"Infratestdimap"
"2005-jul","Forsa",0.46,0.27,0.07,0.07,0.1,NA,NA,2503,2005-07-13,2005-07-04,2005-07-08,FALSE,"Forsa"
"2005-jul","Kantar(Emnid)",0.43,0.28,0.08,0.07,0.11,NA,NA,4191,2005-07-09,2005-06-06,2005-07-07,FALSE,"Kantar(Emnid)"
"2005-jul","Forsch’gr.Wahlen",0.44,0.27,0.09,0.07,0.08,NA,NA,1257,2005-07-08,2005-07-05,2005-07-07,FALSE,"Forsch’gr.Wahlen"
"2005-jul","Infratestdimap",0.43,0.27,0.08,0.07,0.11,NA,NA,1500,2005-07-07,2005-07-04,2005-07-06,FALSE,"Infratestdimap"
"2005-jul","Forsa",0.47,0.26,0.07,0.06,0.1,NA,NA,2501,2005-07-06,2005-06-27,2005-07-01,FALSE,"Forsa"
"2005-jul","Kantar(Emnid)",0.43,0.27,0.08,0.07,0.11,NA,NA,2555,2005-07-05,2005-06-27,2005-07-04,FALSE,"Kantar(Emnid)"
"2005-jul","Kantar(Emnid)",0.44,0.26,0.09,0.07,0.11,NA,NA,3236,2005-07-02,2005-06-23,2005-06-30,FALSE,"Kantar(Emnid)"
"2005-jun","Infratestdimap",0.44,0.27,0.08,0.07,0.1,NA,NA,1000,2005-06-30,2005-06-28,2005-06-29,FALSE,"Infratestdimap"
"2005-jun","Forsa",0.47,0.26,0.07,0.06,0.11,NA,NA,2504,2005-06-28,2005-06-20,2005-06-24,FALSE,"Forsa"
"2005-jun","Kantar(Emnid)",0.46,0.27,0.08,0.07,0.09,NA,NA,4134,2005-06-25,2005-06-16,2005-06-23,FALSE,"Kantar(Emnid)"
"2005-jun","Forsch’gr.Wahlen",0.44,0.27,0.09,0.07,0.08,NA,NA,1175,2005-06-24,2005-06-21,2005-06-23,FALSE,"Forsch’gr.Wahlen"
"2005-jun","Infratestdimap",0.45,0.27,0.09,0.07,0.09,NA,NA,1000,2005-06-24,2005-06-21,2005-06-22,FALSE,"Infratestdimap"
"2005-jun","GMS",0.46,0.28,0.08,0.07,0.06,NA,NA,1013,2005-06-23,2005-06-13,2005-06-17,FALSE,"GMS"
"2005-jun","Forsa",0.49,0.26,0.07,0.06,0.09,NA,NA,2501,2005-06-22,2005-06-13,2005-06-17,FALSE,"Forsa"
"2005-jun","Kantar(Emnid)",0.45,0.27,0.08,0.07,0.09,NA,NA,5970,2005-06-18,2005-06-09,2005-06-16,FALSE,"Kantar(Emnid)"
"2005-jun","Infratestdimap",0.46,0.28,0.08,0.07,0.05,NA,NA,1000,2005-06-17,2005-06-14,NA,FALSE,"Infratestdimap"
"2005-jun","Allensbach",0.469,0.274,0.092,0.081,0.048,NA,NA,2000,2005-06-15,2005-05-27,2005-06-08,FALSE,"Allensbach"
"2005-jun","Forsa",0.49,0.27,0.07,0.07,0.05,NA,NA,1101,2005-06-15,2005-06-09,2005-06-10,FALSE,"Forsa"
"2005-jun","Kantar(Emnid)",0.46,0.28,0.08,0.07,0.08,NA,NA,4265,2005-06-14,2005-06-06,2005-06-13,FALSE,"Kantar(Emnid)"
"2005-jun","Kantar(Emnid)",0.48,0.27,0.08,0.07,0.06,NA,NA,5492,2005-06-11,2005-06-02,2005-06-09,FALSE,"Kantar(Emnid)"
"2005-jun","Forsch’gr.Wahlen",0.44,0.29,0.08,0.07,0.05,NA,NA,1298,2005-06-10,2005-06-07,2005-06-09,FALSE,"Forsch’gr.Wahlen"
"2005-jun","Infratestdimap",0.47,0.29,0.09,0.07,0.05,NA,NA,1000,2005-06-10,2005-06-07,2005-06-08,FALSE,"Infratestdimap"
"2005-jun","Forsa",0.49,0.28,0.08,0.06,0.05,NA,NA,2504,2005-06-08,2005-05-28,2005-06-03,FALSE,"Forsa"
"2005-jun","Kantar(Emnid)",0.48,0.28,0.08,0.06,0.06,NA,NA,5983,2005-06-04,2005-05-25,2005-06-02,FALSE,"Kantar(Emnid)"
"2005-jun","Infratestdimap",0.48,0.28,0.09,0.07,0.04,NA,NA,1500,2005-06-02,2005-05-30,2005-05-31,FALSE,"Infratestdimap"
"2005-jun","Forsa",0.49,0.28,0.08,0.07,0.04,NA,NA,2501,2005-06-01,2005-05-23,2005-05-27,FALSE,"Forsa"
"2005-may","Kantar(Emnid)",0.47,0.29,0.08,0.06,0.06,NA,NA,3835,2005-05-31,2005-05-23,2005-05-30,FALSE,"Kantar(Emnid)"
"2005-may","Forsch’gr.Wahlen",0.45,0.3,0.08,0.06,0.05,NA,NA,1162,2005-05-27,2005-05-24,2005-05-26,FALSE,"Forsch’gr.Wahlen"
"2005-may","Infratestdimap",0.47,0.29,0.08,0.06,0.05,NA,NA,1000,2005-05-27,2005-05-23,2005-05-24,FALSE,"Infratestdimap"
"2005-may","Forsa",0.45,0.28,0.08,0.09,0.05,NA,NA,2003,2005-05-24,2005-05-17,2005-05-20,FALSE,"Forsa"
"2005-may","Infratestdimap",0.46,0.3,0.07,0.07,0.05,NA,NA,1000,2005-05-23,2005-05-23,NA,FALSE,"Infratestdimap"
"2005-may","Infratestdimap",0.46,0.29,0.08,0.08,0.04,NA,NA,675,2005-05-22,NA,NA,FALSE,"Infratestdimap"
"2005-may","Infratestdimap",0.45,0.29,0.1,0.07,0.04,NA,NA,1000,2005-05-20,2005-05-17,2005-05-18,FALSE,"Infratestdimap"
"2005-may","Allensbach",0.441,0.286,0.098,0.082,0.054,NA,NA,2000,2005-05-18,2005-04-23,2005-05-08,FALSE,"Allensbach"
"2005-may","Kantar(Emnid)",0.44,0.29,0.1,0.08,0.05,NA,NA,3340,2005-05-18,2005-05-09,2005-05-17,FALSE,"Kantar(Emnid)"
"2005-may","Forsa",0.46,0.28,0.08,0.09,0.04,NA,NA,2506,2005-05-18,2005-05-09,2005-05-13,FALSE,"Forsa"
"2005-may","GMS",0.45,0.29,0.1,0.08,0.04,NA,NA,1008,2005-05-18,2005-05-09,2005-05-13,FALSE,"GMS"
"2005-may","Infratestdimap",0.44,0.29,0.1,0.08,0.04,NA,NA,1000,2005-05-13,2005-05-10,2005-05-11,FALSE,"Infratestdimap"
"2005-may","Forsa",0.45,0.28,0.08,0.08,0.05,NA,NA,2002,2005-05-11,2005-05-02,2005-05-06,FALSE,"Forsa"
"2005-may","Infratestdimap",0.45,0.29,0.1,0.07,0.04,NA,NA,1512,2005-05-04,2005-05-02,2005-05-03,FALSE,"Infratestdimap"
"2005-may","Forsa",0.45,0.29,0.08,0.08,0.05,NA,NA,2502,2005-05-03,2005-04-25,2005-04-29,FALSE,"Forsa"
"2005-apr","Forsch’gr.Wahlen",0.44,0.3,0.09,0.06,0.05,NA,NA,1285,2005-04-29,2005-04-26,2005-04-28,FALSE,"Forsch’gr.Wahlen"
"2005-apr","Infratestdimap",0.45,0.29,0.1,0.06,0.05,NA,NA,1000,2005-04-29,2005-04-26,2005-04-27,FALSE,"Infratestdimap"
"2005-apr","Forsa",0.46,0.28,0.08,0.07,0.05,NA,NA,2503,2005-04-27,2005-04-18,2005-04-22,FALSE,"Forsa"
"2005-apr","Kantar(Emnid)",0.45,0.29,0.09,0.07,0.06,NA,NA,4270,2005-04-26,2005-04-18,2005-04-25,FALSE,"Kantar(Emnid)"
"2005-apr","Infratestdimap",0.44,0.3,0.1,0.06,0.05,NA,NA,1000,2005-04-22,2005-04-19,2005-04-20,FALSE,"Infratestdimap"
"2005-apr","Allensbach",0.44,0.293,0.093,0.085,0.051,NA,NA,2000,2005-04-20,2005-04-01,2005-04-12,FALSE,"Allensbach"
"2005-apr","Forsa",0.46,0.28,0.09,0.07,0.05,NA,NA,2503,2005-04-20,2005-04-11,2005-04-15,FALSE,"Forsa"
"2005-apr","GMS",0.45,0.29,0.09,0.07,0.05,NA,NA,1009,2005-04-20,2005-04-11,2005-04-15,FALSE,"GMS"
"2005-apr","Kantar(Emnid)",0.45,0.29,0.09,0.07,0.05,NA,NA,3896,2005-04-19,2005-04-11,2005-04-18,FALSE,"Kantar(Emnid)"
"2005-apr","Forsch’gr.Wahlen",0.43,0.31,0.09,0.06,0.05,NA,NA,1280,2005-04-15,2005-04-12,2005-04-14,FALSE,"Forsch’gr.Wahlen"
"2005-apr","Infratestdimap",0.44,0.29,0.09,0.07,0.05,NA,NA,1000,2005-04-15,2005-04-12,2005-04-13,FALSE,"Infratestdimap"
"2005-apr","Forsa",0.46,0.28,0.08,0.07,0.05,NA,NA,2504,2005-04-13,2005-04-04,2005-04-08,FALSE,"Forsa"
"2005-apr","Kantar(Emnid)",0.44,0.3,0.1,0.07,0.04,NA,NA,3287,2005-04-12,2005-04-04,2005-04-11,FALSE,"Kantar(Emnid)"
"2005-apr","Infratestdimap",0.45,0.29,0.09,0.07,0.05,NA,NA,1500,2005-04-07,2005-04-04,2005-04-06,FALSE,"Infratestdimap"
"2005-apr","Forsa",0.46,0.28,0.08,0.08,0.05,NA,NA,2002,2005-04-06,2005-03-29,2005-04-01,FALSE,"Forsa"
"2005-apr","Infratestdimap",0.45,0.29,0.09,0.07,0.05,NA,NA,1000,2005-04-01,2005-03-29,2005-03-30,FALSE,"Infratestdimap"
"2005-mar","Kantar(Emnid)",0.46,0.29,0.09,0.07,0.05,NA,NA,2109,2005-03-30,2005-03-21,2005-03-26,FALSE,"Kantar(Emnid)"
"2005-mar","Forsa",0.46,0.28,0.08,0.08,0.05,NA,NA,2008,2005-03-29,2005-03-21,2005-03-24,FALSE,"Forsa"
"2005-mar","Infratestdimap",0.44,0.3,0.09,0.07,0.05,NA,NA,1000,2005-03-23,2005-03-21,2005-03-22,FALSE,"Infratestdimap"
"2005-mar","Forsa",0.46,0.29,0.09,0.07,0.04,NA,NA,2505,2005-03-22,2005-03-14,2005-03-18,FALSE,"Forsa"
"2005-mar","Forsch’gr.Wahlen",0.42,0.31,0.1,0.06,0.05,NA,NA,1237,2005-03-18,2005-03-14,2005-03-17,FALSE,"Forsch’gr.Wahlen"
"2005-mar","Infratestdimap",0.43,0.3,0.09,0.07,0.05,NA,NA,1000,2005-03-18,2005-03-15,2005-03-16,FALSE,"Infratestdimap"
"2005-mar","GMS",0.42,0.3,0.11,0.08,0.04,NA,NA,1009,2005-03-17,2005-03-09,2005-03-15,FALSE,"GMS"
"2005-mar","Allensbach",0.41,0.315,0.094,0.088,0.051,NA,NA,2000,2005-03-16,2005-02-25,2005-03-09,FALSE,"Allensbach"
"2005-mar","Kantar(Emnid)",0.44,0.29,0.1,0.06,0.06,NA,NA,3070,2005-03-16,2005-03-07,2005-03-14,FALSE,"Kantar(Emnid)"
"2005-mar","Forsa",0.44,0.31,0.08,0.07,0.04,NA,NA,2502,2005-03-16,2005-03-07,2005-03-11,FALSE,"Forsa"
"2005-mar","Infratestdimap",0.44,0.3,0.1,0.06,0.05,NA,NA,1000,2005-03-11,2005-03-08,2005-03-09,FALSE,"Infratestdimap"
"2005-mar","Kantar(Emnid)",0.43,0.32,0.09,0.07,0.05,NA,NA,4315,2005-03-09,2005-02-28,2005-03-07,FALSE,"Kantar(Emnid)"
"2005-mar","Forsa",0.43,0.31,0.08,0.07,0.05,NA,NA,2503,2005-03-09,2005-02-28,2005-03-04,FALSE,"Forsa"
"2005-mar","Infratestdimap",0.43,0.31,0.1,0.06,0.05,NA,NA,1500,2005-03-04,2005-03-01,2005-03-02,FALSE,"Infratestdimap"
"2005-mar","Kantar(Emnid)",0.42,0.32,0.1,0.07,0.04,NA,NA,4440,2005-03-02,2005-02-21,2005-02-28,FALSE,"Kantar(Emnid)"
"2005-mar","Forsa",0.42,0.32,0.08,0.07,0.05,NA,NA,2500,2005-03-02,2005-02-21,2005-02-25,FALSE,"Forsa"
"2005-feb","Forsch’gr.Wahlen",0.41,0.32,0.09,0.07,0.05,NA,NA,1268,2005-02-25,2005-02-22,2005-02-24,FALSE,"Forsch’gr.Wahlen"
"2005-feb","Infratestdimap",0.42,0.31,0.11,0.06,0.05,NA,NA,1000,2005-02-25,2005-02-22,2005-02-23,FALSE,"Infratestdimap"
"2005-feb","Kantar(Emnid)",0.4,0.32,0.1,0.08,0.05,NA,NA,3664,2005-02-23,2005-02-14,2005-02-21,FALSE,"Kantar(Emnid)"
"2005-feb","Forsa",0.4,0.34,0.09,0.07,0.04,NA,NA,2502,2005-02-23,2005-02-14,2005-02-18,FALSE,"Forsa"
"2005-feb","GMS",0.4,0.33,0.11,0.07,0.05,NA,NA,1010,2005-02-21,2005-02-14,2005-02-18,FALSE,"GMS"
"2005-feb","Infratestdimap",0.4,0.32,0.11,0.07,0.05,NA,NA,1000,2005-02-18,2005-02-15,2005-02-16,FALSE,"Infratestdimap"
"2005-feb","Allensbach",0.372,0.329,0.111,0.088,0.057,NA,NA,2000,2005-02-16,2005-01-27,2005-02-08,FALSE,"Allensbach"
"2005-feb","Kantar(Emnid)",0.39,0.32,0.11,0.07,0.05,NA,NA,3347,2005-02-16,2005-02-07,2005-02-14,FALSE,"Kantar(Emnid)"
"2005-feb","Forsa",0.4,0.33,0.1,0.08,0.04,NA,NA,2502,2005-02-15,2005-02-07,2005-02-11,FALSE,"Forsa"
"2005-feb","Infratestdimap",0.4,0.31,0.11,0.07,0.05,NA,NA,1000,2005-02-11,2005-02-08,2005-02-09,FALSE,"Infratestdimap"
"2005-feb","Kantar(Emnid)",0.39,0.33,0.11,0.07,0.05,NA,NA,2493,2005-02-09,2005-01-31,2005-02-07,FALSE,"Kantar(Emnid)"
"2005-feb","Forsa",0.4,0.34,0.1,0.07,0.04,NA,NA,2501,2005-02-09,2005-01-31,2005-02-04,FALSE,"Forsa"
"2005-feb","Infratestdimap",0.39,0.32,0.11,0.07,0.05,NA,NA,1500,2005-02-04,2005-02-01,2005-02-02,FALSE,"Infratestdimap"
"2005-feb","Kantar(Emnid)",0.39,0.33,0.11,0.08,0.05,NA,NA,2493,2005-02-02,2005-01-24,2005-01-31,FALSE,"Kantar(Emnid)"
"2005-feb","Forsa",0.37,0.35,0.11,0.08,0.04,NA,NA,2503,2005-02-02,2005-01-24,2005-01-28,FALSE,"Forsa"
"2005-jan","Forsch’gr.Wahlen",0.4,0.32,0.1,0.07,0.05,NA,NA,1257,2005-01-28,2005-01-25,2005-01-27,FALSE,"Forsch’gr.Wahlen"
"2005-jan","Infratestdimap",0.38,0.33,0.12,0.07,0.05,NA,NA,1000,2005-01-28,2005-01-25,2005-01-26,FALSE,"Infratestdimap"
"2005-jan","Allensbach",0.389,0.306,0.111,0.086,0.061,NA,NA,2063,2005-01-26,2005-01-06,2005-01-18,FALSE,"Allensbach"
"2005-jan","Kantar(Emnid)",0.38,0.33,0.11,0.08,0.05,NA,NA,4035,2005-01-26,2005-01-17,2005-01-24,FALSE,"Kantar(Emnid)"
"2005-jan","Forsa",0.37,0.35,0.11,0.08,0.04,NA,NA,2499,2005-01-26,2005-01-17,2005-01-21,FALSE,"Forsa"
"2005-jan","Infratestdimap",0.38,0.33,0.12,0.08,0.04,NA,NA,1000,2005-01-21,2005-01-18,2005-01-19,FALSE,"Infratestdimap"
"2005-jan","GMS",0.38,0.34,0.11,0.07,0.05,NA,NA,1009,2005-01-20,2005-01-12,2005-01-18,FALSE,"GMS"
"2005-jan","Kantar(Emnid)",0.38,0.33,0.11,0.08,0.05,NA,NA,3859,2005-01-19,2005-01-10,2005-01-17,FALSE,"Kantar(Emnid)"
"2005-jan","Forsa",0.38,0.35,0.1,0.08,0.05,NA,NA,2502,2005-01-19,2005-01-10,2005-01-14,FALSE,"Forsa"
